SPO_wrong,ETO_wrong,SPO_correct,ETO_correct,n
1513.0151953697205,15.539893388748169,1268.4290826320648,11.116368293762207,400
1434.0088312625885,22.96874237060547,1329.0809571743011,12.132787942886353,400
1522.4918270111084,14.079796075820923,1350.6871185302734,9.8302321434021,400
1482.5293841362,23.224172830581665,1250.5643956661224,16.601671934127808,400
1587.1985635757446,22.97176456451416,1271.383467912674,10.218009233474731,400
1452.4098348617554,18.64863920211792,1325.3997330665588,21.017428636550903,400
1459.7350840568542,15.20350193977356,1334.449513912201,11.51178526878357,400
1471.5456037521362,21.202273845672607,1348.9627940654755,17.85977578163147,400
1521.1802473068237,11.556511402130127,1310.103099346161,17.348883152008057,400
1489.8901851177216,23.22491145133972,1346.3247020244598,13.620898962020874,400
1540.8811340332031,16.47588062286377,1325.2940335273743,10.196460962295532,400
1553.8237943649292,22.777315378189087,1326.9681074619293,9.544156789779663,400
1497.594221830368,22.828571796417236,1321.650938987732,16.13949227333069,400
1515.737568616867,13.42826509475708,1291.2252686023712,14.417704105377197,400
1553.9674699306488,17.378150463104248,1281.036376953125,17.104597330093384,400
1481.3219969272614,11.506977319717407,1287.5007498264313,14.641878843307495,400
1509.9366941452026,15.85532832145691,1332.7661046981812,16.677419662475586,400
1539.9883241653442,15.998153686523438,1332.0360565185547,9.850624322891235,400
1515.661868572235,20.066734313964844,1340.824279308319,10.141113996505737,400
1531.5715792179108,11.524547100067139,1333.328945159912,10.15344524383545,400
1529.0945439338684,14.96755599975586,1315.0432801246643,10.692384481430054,400
1514.6551768779755,19.801901817321777,1380.5877168178558,9.483738899230957,400
1439.5831499099731,21.717875957489014,1392.8463144302368,16.664443731307983,400
1457.1770632266998,19.043155431747437,1309.9169685840607,15.101908922195435,400
1480.0642507076263,17.89119291305542,1279.7704191207886,15.864213466644287,400
1489.32404255867,19.504281997680664,1350.0456149578094,10.732848405838013,400
1526.7016627788544,20.013274669647217,1358.6975855827332,9.56531286239624,400
1454.3161833286285,19.276397705078125,1354.9527127742767,10.777274131774902,400
1558.2087533473969,16.34107732772827,1290.613788843155,10.49454379081726,400
1528.8411421775818,22.586627960205078,1320.9311027526855,10.144687175750732,400
1477.9383459091187,19.78846764564514,1291.1495037078857,20.33641266822815,400
1474.6810739040375,14.5057532787323,1299.6570801734924,19.577277421951294,400
1529.6167135238647,17.903164625167847,1333.1737868785858,10.224593877792358,400
1527.0928411483765,11.50582218170166,1338.9196147918701,15.209558963775635,400
1529.2452516555786,21.871365547180176,1340.4056701660156,9.661509990692139,400
1551.2675561904907,11.49024772644043,1301.9803721904755,10.491180896759033,400
1485.727722644806,18.934282064437866,1279.6881415843964,14.484885215759277,400
1497.4292483329773,22.731804132461548,1326.7336120605469,16.728564977645874,400
1556.7385880947113,22.898062467575073,1221.164152622223,19.392877101898193,400
1539.5426557064056,23.036442756652832,1294.9278557300568,11.253758907318115,400
1452.3963603973389,14.548619747161865,1383.3291354179382,10.551750898361206,400
1490.3066205978394,22.841624975204468,1380.5915892124176,9.632238149642944,400
1517.8467955589294,22.842859745025635,1340.045105457306,12.137064695358276,400
1441.5499744415283,22.911327838897705,1318.8709137439728,22.237610578536987,400
1522.9361193180084,16.527295351028442,1332.1589090824127,10.303364276885986,400
1511.8853251934052,22.847944974899292,1262.0641322135925,11.106137990951538,400
